gid,pid,detail,off,def,type,qb,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,box,avt,pru,spru,blz,dblz,ttsk,pap,side,high,oop,shov,scre,qbp,qbhi,qbhu,htm,tay,dot,dotr,cov,cnb,crr,yac,yaco,mbt,drp,intw,back,defpr1,defpr2,defhi,defhu1,defhu2
5070,831306,(15:00) (Shotgun) J.Winston pass short left to C.Godwin pushed ob at SF 19 for 15 yards (J.Tartt).,TB,SF,PASS,JW-5650,CG-1425,,2,SF 34,2,14,66,4,15,1,1,1,0,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,1,1,0,10,10,1,0,0,0,,,,,
5070,831307,(14:28) P.Barber right guard to SF 17 for 2 yards (A.Armstead; F.Warner).,TB,SF,RUSH,PB-0125,,PB-0125,2,SF 19,1,10,81,5,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5070,831308,"(13:45) J.Winston pass short right to C.Brate for 17 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on TB-D.Dotson, Offensive Holding, 10 yards, enforced at SF 16.",TB,SF,PASS,JW-5650,CB-2775,,2,SF 17,2,8,83,5,1,0,0,0,0,1,0,6,1,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7,-3,1,0,0,0,4,0,0,0,0,1,,,,,
5070,831309,(13:37) (Shotgun) J.Winston pass incomplete short right to P.Barber [D.Buckner].,TB,SF,PASS,JW-5650,PB-0125,,2,SF 26,2,17,74,4,,0,0,1,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,3,1,0,0,0,0,0,0,0,0,1,DB-5475,,DB-5475,,
5070,831310,(13:32) (Shotgun) J.Winston pass short left to R.Jones pushed ob at SF 8 for 18 yards (A.Witherspoon).,TB,SF,PASS,JW-5650,RJ-2250,,2,SF 26,3,17,74,4,18,1,1,1,0,1,0,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,-1,1,0,0,0,19,7,2,0,0,1,,,,,
5070,831311,(12:57) R.Jones up the middle to SF 9 for -1 yards (N.Bosa; A.Armstead).,TB,SF,RUSH,RJ-2250,,RJ-2250,2,SF 8,1,8,92,5,-1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
5070,831312,(12:17) J.Winston pass incomplete short middle.,TB,SF,PASS,JW-5650,,,2,SF 9,2,9,91,5,,0,0,0,0,0,0,6,2,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,25,0,0,0,0,0,0,0,0,0,0,1,DJ-2150,AA-0562,,DJ-2150,AA-0562
5070,831314,"(12:01) (Shotgun) J.Winston pass short left to O.Howard to SF 9 for 10 yards (F.Warner). FUMBLES (F.Warner), RECOVERED by SF-R.Blair at SF 8. R.Blair to SF 8 for no gain (O.Howard).",TB,SF,PASS,JW-5650,OH-0250,,2,SF 19,3,19,81,5,10,0,0,1,0,1,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,0,0,0,4,0,0,0,0,1,,,,,
5070,831315,"(11:51) M.Breida left end to SF 8 for no gain (L.David, V.Vea).",SF,TB,RUSH,MB-3537,,MB-3537,2,SF 8,1,10,8,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5070,831316,(11:14) M.Breida right end to SF 6 for -2 yards (L.David).,SF,TB,RUSH,MB-3537,,MB-3537,2,SF 8,2,10,8,1,-2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,
5070,831317,(10:29) (Shotgun) J.Garoppolo pass short middle to D.Samuel to SF 20 for 14 yards (M.Stewart).,SF,TB,PASS,JG-0650,DS-0150,,2,SF 6,3,12,6,1,14,1,1,1,0,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,1,0,0,6,3,1,0,0,0,,,,,
5070,831318,(9:48) M.Breida up the middle to SF 21 for 1 yard (L.David).,SF,TB,RUSH,MB-3537,,MB-3537,2,SF 20,1,10,20,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
5070,831319,"(9:12) (Shotgun) J.Garoppolo pass short middle to D.Samuel pushed ob at SF 27 for 6 yards (M.Stewart). PENALTY on SF-W.Richburg, Illegal Block Above the Waist, 10 yards, enforced at SF 22.",SF,TB,PASS,JG-0650,DS-0150,,2,SF 21,2,9,21,2,1,0,0,1,0,1,0,6,1,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-5,1,0,0,0,6,1,0,0,0,1,,,,,
5070,831320,"(8:47) (Shotgun) J.Garoppolo pass short left intended for T.Coleman INTERCEPTED by V.Hargreaves at SF 15. V.Hargreaves for 15 yards, TOUCHDOWN.",SF,TB,PASS,JG-0650,TC-2050,,2,SF 12,2,18,12,1,,0,0,1,0,0,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,1,0,0,0,0,0,0,1,0,,,,,
5070,831323,"(8:41) (Shotgun) J.Garoppolo pass short middle to T.Coleman to TB 44 for 31 yards (D.Stewart). Penalty on TB-C.Davis, Illegal Use of Hands, declined.",SF,TB,PASS,JG-0650,TC-2050,,2,SF 25,1,10,25,2,31,1,1,1,0,1,0,6,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,30,2,0,0,0,0,,,,,
5070,831324,(8:21) M.Breida up the middle to TB 41 for 3 yards (W.Gholston).,SF,TB,RUSH,MB-3537,,MB-3537,2,TB 44,1,10,56,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
5070,831325,(7:45) (Shotgun) M.Breida left tackle to TB 37 for 4 yards (L.David).,SF,TB,RUSH,MB-3537,,MB-3537,2,TB 41,2,7,59,3,4,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5070,831326,(7:02) (Shotgun) T.Coleman right tackle to TB 36 for 1 yard (C.Davis; D.Stewart).,SF,TB,RUSH,TC-2050,,TC-2050,2,TB 37,3,3,63,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
5070,831328,(5:51) (Shotgun) J.Garoppolo pass short right to D.Pettis pushed ob at TB 24 for 7 yards (C.Davis).,SF,TB,PASS,JG-0650,DP-1263,,2,TB 31,1,10,69,4,7,1,0,1,0,1,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,1,0,0,1,0,0,0,0,0,,,,,
5070,831329,(5:26) (Shotgun) R.Mostert right guard to TB 24 for no gain (W.Gholston).,SF,TB,RUSH,RM-5050,,RM-5050,2,TB 24,2,3,76,4,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,,,,,
5070,831331,"(4:34) R.Mostert right end for 15 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on SF-R.James, Offensive Holding, 10 yards, enforced at TB 12.",SF,TB,RUSH,RM-5050,,RM-5050,2,TB 15,1,10,85,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
5070,831332,(4:28) J.Garoppolo pass short right to R.Mostert to TB 22 for no gain (D.White; N.Suh).,SF,TB,PASS,JG-0650,RM-5050,,2,TB 22,1,17,78,4,0,0,0,0,0,1,0,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,-3,1,0,0,0,3,1,0,0,0,1,,,,,
5070,831334,(3:39) (Shotgun) J.Garoppolo pass short right to K.Bourne to TB 18 for 9 yards (D.White).,SF,TB,PASS,JG-0650,KB-1625,,2,TB 27,2,22,73,4,9,0,0,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,0,0,2,0,0,0,0,1,,,,,
5070,831335,(3:04) (Shotgun) J.Garoppolo pass incomplete deep right to K.Bourne.,SF,TB,PASS,JG-0650,KB-1625,,2,TB 18,3,13,82,5,,0,0,1,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,5,2,0,0,0,0,0,0,0,1,,,,,
5070,831338,(2:55) J.Winston pass short middle intended for O.Howard INTERCEPTED by M.Nzeocha at TB 30. M.Nzeocha to TB 29 for 1 yard (O.Howard).,TB,SF,PASS,JW-5650,OH-0250,,2,TB 25,1,10,25,2,,0,0,0,0,0,1,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4,1,0,0,0,0,0,1,0,2,,,,,
5070,831339,(2:49) T.Coleman right end ran ob at TB 24 for 5 yards (J.Whitehead).,SF,TB,RUSH,TC-2050,,TC-2050,2,TB 29,1,10,71,4,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,,,,
5070,831340,(2:19) R.Mostert left end pushed ob at TB 20 for 4 yards (J.Whitehead).,SF,TB,RUSH,RM-5050,,RM-5050,2,TB 24,2,5,76,4,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,,,,,
5070,831341,(2:00) (Shotgun) J.Garoppolo pass short middle to G.Kittle to TB 19 for 1 yard (S.Barrett).,SF,TB,PASS,JG-0650,GK-0075,,2,TB 20,3,1,80,5,1,1,1,1,0,1,0,6,1,6,0,2,1,0,1,0,0,0,1,1,0,0,0,0,3,-4,1,0,0,0,5,1,0,0,0,1,,,,,
5070,831342,(1:25) J.Garoppolo sacked at TB 27 for -8 yards (S.Barrett).,SF,TB,PASS,JG-0650,,,2,TB 19,1,10,81,5,-8,0,0,0,0,0,0,7,4,5,0,1,1,1.7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SB-0225,,SB-0225,,
5070,831343,(:46) (Shotgun) J.Garoppolo pass short right to G.Kittle to TB 27 for no gain (L.David).,SF,TB,PASS,JG-0650,GK-0075,,2,TB 27,2,18,73,4,0,0,0,1,0,1,0,6,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,-2,2,0,0,0,2,0,0,0,0,1,,,,,
5070,831344,"(:17) (Shotgun) J.Garoppolo pass short right to D.Samuel to TB 25 for 2 yards. FUMBLES, RECOVERED by TB-C.Davis at TB 23. C.Davis to TB 29 for 6 yards (G.Kittle).",SF,TB,PASS,JG-0650,DS-0150,,2,TB 27,3,18,73,4,2,0,0,1,0,1,0,7,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,-3,1,0,0,0,5,0,0,0,0,1,,,,,
5070,831345,(:10) J.Winston kneels to TB 28 for -1 yards.,TB,SF,RUSH,JW-5650,,JW-5650,2,TB 29,1,10,29,2,-1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
5070,831347,(15:00) M.Breida left guard to SF 27 for 2 yards (S.Barrett; W.Gholston).,SF,TB,RUSH,MB-3537,,MB-3537,3,SF 25,1,10,25,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,
5070,831348,(14:29) J.Garoppolo pass incomplete short left to M.Goodwin.,SF,TB,PASS,JG-0650,MG-1050,,3,SF 27,2,8,27,2,,0,0,0,0,0,0,7,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,18,3,1,0,0,0,0,0,0,0,1,,,,,
5070,831349,(14:23) (Shotgun) J.Garoppolo pass short middle to G.Kittle to SF 37 for 10 yards (J.Whitehead; M.Stewart).,SF,TB,PASS,JG-0650,GK-0075,,3,SF 27,3,8,27,2,10,1,1,1,0,1,0,6,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,7,2,0,0,0,3,0,0,0,0,1,LD-0150,,,,
5070,831350,(13:46) R.Mostert up the middle to SF 37 for no gain (W.Gholston).,SF,TB,RUSH,RM-5050,,RM-5050,3,SF 37,1,10,37,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,,,,
5070,831351,"(13:26) (No Huddle, Shotgun) J.Garoppolo pass incomplete short right to G.Kittle.",SF,TB,PASS,JG-0650,GK-0075,,3,SF 37,2,10,37,2,,0,0,1,1,0,0,6,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,11,2,1,0,0,0,0,0,0,0,1,,,,,
5070,831353,(13:17) M.Breida right tackle to TB 39 for 1 yard (V.Vea).,SF,TB,RUSH,MB-3537,,MB-3537,3,TB 40,1,10,60,4,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,
5070,831354,"(12:38) (Shotgun) J.Garoppolo pass deep left to R.James for 39 yards, TOUCHDOWN.",SF,TB,PASS,JG-0650,RJ-0450,,3,TB 39,2,9,61,4,39,1,1,1,0,1,0,6,3,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,33,27,2,1,0,0,12,4,0,0,0,1,AN-0150,,,,
5070,831357,"(12:31) J.Winston FUMBLES (Aborted) at TB 25, and recovers at TB 22.",TB,SF,RUSH,JW-5650,,JW-5650,3,TB 25,1,10,25,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
5070,831358,"(11:53) (Shotgun) J.Winston pass short right intended for P.Barber INTERCEPTED by R.Sherman at TB 31. R.Sherman for 31 yards, TOUCHDOWN.",TB,SF,PASS,JW-5650,PB-0125,,3,TB 22,2,13,22,2,,0,0,1,0,0,1,5,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16,9,3,1,0,0,0,0,0,0,1,0,RB-2212,,,,
5070,831361,(11:44) J.Winston pass incomplete deep left to M.Evans (A.Witherspoon).,TB,SF,PASS,JW-5650,ME-0600,,3,TB 25,1,10,25,2,,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,32,5,1,0,0,0,0,0,0,0,1,DJ-2150,,,,
5070,831362,(11:38) (Shotgun) J.Winston pass short left to P.Barber to TB 33 for 8 yards (E.Moseley).,TB,SF,PASS,JW-5650,PB-0125,,3,TB 25,2,10,25,2,8,1,0,1,0,1,0,7,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,1,0,0,0,4,1,0,0,0,1,,,,,
5070,831363,(10:55) (Shotgun) J.Winston pass short right to B.Perriman to TB 38 for 5 yards (R.Sherman).,TB,SF,PASS,JW-5650,BP-0450,,3,TB 33,3,2,33,2,5,1,1,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,0,0,0,0,0,0,0,0,1,,,,,
5070,831364,(10:19) J.Winston scrambles left end to TB 43 for 5 yards (D.Greenlaw).,TB,SF,RUSH,JW-5650,,JW-5650,3,TB 38,1,10,38,2,5,1,0,0,0,0,0,7,3,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,JT-0650,,,,
5070,831365,(9:42) P.Barber right guard to TB 48 for 5 yards (D.Greenlaw).,TB,SF,RUSH,PB-0125,,PB-0125,3,TB 43,2,5,43,3,5,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5070,831366,(8:54) J.Winston sacked at TB 39 for -9 yards (N.Bosa).,TB,SF,PASS,JW-5650,,,3,TB 48,1,10,48,3,-9,0,0,0,0,0,0,6,4,4,0,0,0,4.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DF-1350,NB-0350,NB-0350,,
5070,831367,(8:07) (Shotgun) J.Winston pass short left to C.Brate to TB 46 for 7 yards (J.Tartt).,TB,SF,PASS,JW-5650,CB-2775,,3,TB 39,2,19,39,2,7,0,0,1,0,1,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,5,1,0,0,0,1,,,,,
5070,831368,"(7:24) (Shotgun) J.Winston pass deep middle to C.Godwin to SF 26 for 28 yards (R.Sherman). Penalty on SF-N.Bosa, Defensive Offside, declined.",TB,SF,PASS,JW-5650,CG-1425,,3,TB 46,3,12,46,3,28,1,1,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,4,1,0,0,11,8,1,0,0,1,,,,,
5070,831369,(7:02) P.Barber up the middle to SF 21 for 5 yards (T.Moore).,TB,SF,RUSH,PB-0125,,PB-0125,3,SF 26,1,10,74,4,5,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,,,,,
5070,831370,"(6:28) R.Jones up the middle to SF 10 for 11 yards (R.Sherman, T.Moore).",TB,SF,RUSH,RJ-2250,,RJ-2250,3,SF 21,2,5,79,4,11,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5070,831371,"(5:50) (Shotgun) J.Winston pass short right to C.Godwin for 10 yards, TOUCHDOWN. Penalty on SF-R.Sherman, Defensive Holding, declined.",TB,SF,PASS,JW-5650,CG-1425,,3,SF 10,1,10,90,5,10,1,1,1,0,1,0,6,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,10,3,1,1,0,0,0,0,0,0,1,,,,,
5070,831374,(5:43) M.Breida up the middle ran ob at SF 35 for 10 yards (D.White).,SF,TB,RUSH,MB-3537,,MB-3537,3,SF 25,1,10,25,2,10,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
5070,831375,(5:11) M.Breida right tackle to SF 48 for 13 yards (J.Whitehead).,SF,TB,RUSH,MB-3537,,MB-3537,3,SF 35,1,10,35,2,13,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,2,,,,,
5070,831376,(4:34) R.Mostert left end ran ob at TB 44 for 8 yards (D.White).,SF,TB,RUSH,RM-5050,,RM-5050,3,SF 48,1,10,48,3,8,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,,,,,
5070,831377,(4:05) R.Mostert up the middle to TB 39 for 5 yards (J.Whitehead).,SF,TB,RUSH,RM-5050,,RM-5050,3,TB 44,2,2,56,3,5,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
5070,831378,(3:29) J.Garoppolo pass incomplete short right to M.Goodwin.,SF,TB,PASS,JG-0650,MG-1050,,3,TB 39,1,10,61,4,,0,0,0,0,0,0,8,2,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,22,14,2,1,0,0,0,0,0,1,0,2,,,,,
5070,831379,(3:23) M.Breida left end to TB 39 for no gain (D.White).,SF,TB,RUSH,MB-3537,,MB-3537,3,TB 39,2,10,61,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5070,831380,(2:46) (Shotgun) J.Garoppolo pass incomplete short right to R.James.,SF,TB,PASS,JG-0650,RJ-0450,,3,TB 39,3,10,61,4,,0,0,1,0,0,0,6,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,6,2,1,0,0,0,0,0,0,0,1,,,,,
5070,831382,(2:38) R.Jones up the middle to SF 42 for 11 yards (J.Tartt).,TB,SF,RUSH,RJ-2250,,RJ-2250,3,TB 47,1,10,47,3,11,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,,,,,
5070,831383,(2:01) R.Jones up the middle to SF 33 for 9 yards (J.Tartt; F.Warner).,TB,SF,RUSH,RJ-2250,,RJ-2250,3,SF 42,1,10,58,3,9,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,,,,,
5070,831384,(1:21) R.Jones up the middle to SF 31 for 2 yards (M.Nzeocha).,TB,SF,RUSH,RJ-2250,,RJ-2250,3,SF 33,2,1,67,4,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,
5070,831385,"(:45) R.Jones left tackle to SF 24 for 7 yards (N.Bosa, T.Moore).",TB,SF,RUSH,RJ-2250,,RJ-2250,3,SF 31,1,10,69,4,7,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,,,,,
5070,831386,(:04) J.Winston pass short right to O.Howard to SF 9 for 15 yards (T.Moore).,TB,SF,PASS,JW-5650,OH-0250,,3,SF 24,2,3,76,4,15,1,1,0,0,1,0,8,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,14,2,0,0,0,1,0,0,0,0,1,,,,,
5070,831387,"(15:00) J.Winston pass incomplete short middle. Penalty on TB-A.Marpet, Offensive Holding, declined. PENALTY on TB-J.Winston, Intentional Grounding, 10 yards, enforced at SF 9.",TB,SF,PASS,JW-5650,,,4,SF 9,1,9,91,5,,0,0,0,0,0,0,8,2,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,27,0,0,0,0,0,0,0,0,0,0,2,DJ-2150,,,DJ-2150,
5070,831388,(14:54) (Shotgun) J.Winston scrambles up the middle to SF 15 for 4 yards (D.Jones).,TB,SF,RUSH,JW-5650,,JW-5650,4,SF 19,2,19,81,5,4,0,0,1,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,,,,
5070,831389,(14:12) (Shotgun) J.Winston pass short middle to D.Ogunbowale to SF 4 for 11 yards (D.Greenlaw).,TB,SF,PASS,JW-5650,DO-0025,,4,SF 15,3,15,85,5,11,0,0,1,0,1,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,0,0,0,6,6,1,0,0,1,,,,,
5070,831391,(13:07) (Shotgun) J.Winston pass incomplete short middle to C.Godwin (T.Moore).,TB,SF,PASS,JW-5650,CG-1425,,4,SF 2,4,2,98,5,,0,0,1,0,0,0,6,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,1,0,0,0,0,0,0,1,0,,,,,
5070,831392,(13:04) M.Breida up the middle to SF 5 for 3 yards (D.Stewart; N.Suh).,SF,TB,RUSH,MB-3537,,MB-3537,4,SF 2,1,10,2,1,3,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5070,831393,(12:27) J.Garoppolo pass short right to G.Kittle to SF 11 for 6 yards (V.Hargreaves).,SF,TB,PASS,JG-0650,GK-0075,,4,SF 5,2,7,5,1,6,1,0,0,0,1,0,8,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,-2,1,0,0,0,8,7,2,0,0,2,,,,,
5070,831394,(11:44) (Shotgun) M.Breida left guard to SF 12 for 1 yard (L.David).,SF,TB,RUSH,MB-3537,,MB-3537,4,SF 11,3,1,11,1,1,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5070,831396,(10:51) M.Breida up the middle to SF 7 for no gain (J.Whitehead).,SF,TB,RUSH,MB-3537,,MB-3537,4,SF 7,1,15,7,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
5070,831397,(10:10) M.Breida up the middle to SF 8 for 1 yard (J.Whitehead).,SF,TB,RUSH,MB-3537,,MB-3537,4,SF 7,2,15,7,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5070,831399,(9:06) (Shotgun) R.Mostert up the middle to SF 4 for no gain (M.Stewart).,SF,TB,RUSH,RM-5050,,RM-5050,4,SF 4,3,18,4,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5070,831401,(8:21) R.Jones up the middle to SF 32 for 9 yards (M.Nzeocha).,TB,SF,RUSH,RJ-2250,,RJ-2250,4,SF 41,1,10,59,3,9,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,,,,,
5070,831403,(7:30) R.Jones up the middle to SF 11 for 16 yards (R.Sherman; T.Moore).,TB,SF,RUSH,RJ-2250,,RJ-2250,4,SF 27,1,10,73,4,16,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,,,,
5070,831404,(6:53) R.Jones left tackle to SF 6 for 5 yards (T.Moore).,TB,SF,RUSH,RJ-2250,,RJ-2250,4,SF 11,1,10,89,5,5,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,,,,,
5070,831405,(6:13) R.Jones up the middle to SF 8 for -2 yards (D.Buckner).,TB,SF,RUSH,RJ-2250,,RJ-2250,4,SF 6,2,5,94,5,-2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
5070,831406,(5:30) (Shotgun) J.Winston sacked at SF 13 for -5 yards (A.Armstead).,TB,SF,PASS,JW-5650,,,4,SF 8,3,7,92,5,-5,0,0,1,0,0,0,6,5,4,0,0,0,2.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AA-0562,NB-0350,AA-0562,,
5070,831409,(4:47) J.Garoppolo pass incomplete short middle to K.Bourne.,SF,TB,PASS,JG-0650,KB-1625,,4,SF 25,1,10,25,2,,0,0,0,0,0,0,8,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19,14,1,0,0,0,0,0,0,0,0,2,,,,,
5070,831410,(4:42) (Shotgun) J.Garoppolo pass short middle to G.Kittle to SF 31 for 6 yards (D.White).,SF,TB,PASS,JG-0650,GK-0075,,4,SF 25,2,10,25,2,6,1,0,1,0,1,0,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,1,1,0,1,1,0,0,0,0,,,,,
