gid,pid,detail,off,def,type,qb,trg,bc,qtr,los,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,comp,ints,box,avt,pru,spru,blz,dblz,ttsk,pap,side,high,oop,shov,scre,qbp,qbhi,qbhu,htm,tay,dot,dotr,cov,cnb,crr,yac,yaco,mbt,drp,intw,back,defpr1,defpr2,defhi,defhu1,defhu2
5058,829263,(15:00) A.Jones left tackle to GB 25 for no gain (R.Smith).,GB,CHI,RUSH,AJ-1143,,AJ-1143,1,GB 25,1,10,25,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
5058,829264,(14:33) A.Rodgers pass short left to A.Jones to GB 25 for no gain (R.Smith).,GB,CHI,PASS,AR-1300,AJ-1143,,1,GB 25,2,10,25,2,0,0,0,0,0,1,0,7,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,-2,2,0,0,0,2,1,0,0,0,2,,,,,
5058,829265,"(13:45) (Shotgun) A.Rodgers sacked at GB 15 for -10 yards (R.Robertson-Harris). Penalty on GB-L.Taylor, Offensive Holding, declined.",GB,CHI,PASS,AR-1300,,,1,GB 25,3,10,25,2,-10,0,0,1,0,0,0,6,5,4,0,0,0,5.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RR-0850,,RR-0850,,
5058,829268,(12:33) (Shotgun) M.Davis left guard to GB 47 for 5 yards (K.Clark; D.Lowry).,CHI,GB,RUSH,MD-0150,,MD-0150,1,CHI 48,1,10,48,3,5,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5058,829269,(11:58) (Shotgun) M.Trubisky pass incomplete short left to A.Robinson (P.Smith).,CHI,GB,PASS,MT-1800,AR-1250,,1,GB 47,2,5,53,3,,0,0,1,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,0,0,0,0,0,0,0,1,,,,,
5058,829270,(11:54) (Shotgun) M.Trubisky scrambles right tackle to GB 40 for 7 yards (R.Greene).,CHI,GB,RUSH,MT-1800,,MT-1800,1,GB 47,3,5,53,3,7,1,1,1,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5058,829271,(11:12) (Shotgun) M.Trubisky pass incomplete short left to T.Cohen.,CHI,GB,PASS,MT-1800,TC-1975,,1,GB 40,1,10,60,4,,0,0,1,0,0,0,6,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,23,15,3,0,0,0,0,0,0,0,0,1,ZS-0075,,,ZS-0075,
5058,829272,(11:07) (Shotgun) M.Trubisky right guard to GB 39 for 1 yard (A.Amos).,CHI,GB,RUSH,MT-1800,,MT-1800,1,GB 40,2,10,60,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,,,,,
5058,829273,(10:25) (Shotgun) M.Trubisky sacked at GB 45 for -6 yards (B.Martinez).,CHI,GB,PASS,MT-1800,,,1,GB 39,3,9,61,4,-6,0,0,1,0,0,0,7,4,5,0,2,2,2.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BM-0345,AA-0543,BM-0345,,
5058,829275,(9:39) (Shotgun) A.Rodgers pass incomplete short right to J.Graham.,GB,CHI,PASS,AR-1300,JG-2900,,1,GB 12,1,10,12,1,,0,0,1,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,1,,,,,
5058,829276,(9:33) A.Jones right tackle to GB 12 for no gain (K.Mack).,GB,CHI,RUSH,AJ-1143,,AJ-1143,1,GB 12,2,10,12,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,
5058,829277,(8:51) (Shotgun) A.Rodgers sacked at GB 5 for -7 yards (L.Floyd).,GB,CHI,PASS,AR-1300,,,1,GB 12,3,10,12,1,-7,0,0,1,0,0,0,6,4,5,0,1,0,4.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,KM-0050,,LF-0450,,
5058,829279,(7:53) (Shotgun) D.Montgomery left guard to GB 32 for 4 yards (K.King).,CHI,GB,RUSH,DM-2787,,DM-2787,1,GB 36,1,10,64,4,4,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,,,,,
5058,829280,(7:12) (Shotgun) D.Montgomery left guard to GB 26 for 6 yards (Z.Smith).,CHI,GB,RUSH,DM-2787,,DM-2787,1,GB 32,2,6,68,4,6,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,,,,,
5058,829281,(6:08) (Shotgun) D.Montgomery left guard to GB 25 for 1 yard (K.Clark; P.Smith).,CHI,GB,RUSH,DM-2787,,DM-2787,1,GB 26,1,10,74,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
5058,829282,(5:23) M.Davis left tackle to GB 21 for 4 yards (D.Lowry).,CHI,GB,RUSH,MD-0150,,MD-0150,1,GB 25,2,9,75,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
5058,829283,(4:41) (Shotgun) M.Trubisky pass short right to T.Cohen pushed ob at GB 20 for 1 yard (J.Alexander).,CHI,GB,PASS,MT-1800,TC-1975,,1,GB 21,3,5,79,4,1,0,0,1,0,1,0,7,5,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,11,0,1,0,0,0,1,0,0,0,0,1,AA-0543,ZS-0075,,AA-0543,ZS-0075
5058,829286,(4:09) A.Rodgers pass incomplete short middle to D.Adams (P.Amukamara).,GB,CHI,PASS,AR-1300,DA-0212,,1,GB 40,1,10,40,2,,0,0,0,0,0,0,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,1,0,0,0,0,0,0,0,1,,,,,
5058,829287,"(4:07) (No Huddle, Shotgun) A.Rodgers pass short right to D.Adams to GB 45 for 5 yards (K.Fuller).",GB,CHI,PASS,AR-1300,DA-0212,,1,GB 40,2,10,40,2,5,0,0,1,1,1,0,7,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,0,0,0,1,,,,,
5058,829288,(3:25) (Shotgun) A.Rodgers pass incomplete short left to D.Adams.,GB,CHI,PASS,AR-1300,DA-0212,,1,GB 45,3,5,45,3,,0,0,1,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,1,0,0,0,0,0,0,0,1,,,,,
5058,829290,(3:13) (Shotgun) M.Davis right guard to CHI 5 for 1 yard (Z.Smith).,CHI,GB,RUSH,MD-0150,,MD-0150,1,CHI 4,1,10,4,1,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,
5058,829291,(2:32) (Shotgun) M.Trubisky pass short middle to A.Robinson to CHI 10 for 5 yards (R.Greene; J.Alexander).,CHI,GB,PASS,MT-1800,AR-1250,,1,CHI 5,2,9,5,1,5,0,0,1,0,1,0,6,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,3,3,1,0,0,2,2,0,0,0,1,,,,,
5058,829293,(1:46) (Shotgun) M.Trubisky pass short middle to A.Shaheen to CHI 22 for 6 yards (T.Brown).,CHI,GB,PASS,MT-1800,AS-0775,,1,CHI 16,1,10,16,1,6,1,0,1,0,1,0,7,5,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13,6,4,1,0,0,0,0,0,0,0,1,AA-0543,,,,
5058,829294,(1:05) (Shotgun) D.Montgomery left tackle to CHI 28 for 6 yards (T.Brown; K.Fackrell).,CHI,GB,RUSH,DM-2787,,DM-2787,1,CHI 22,2,4,22,2,6,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,,,,,
5058,829295,(:22) (Shotgun) M.Trubisky pass incomplete short middle to T.Gabriel (J.Alexander).,CHI,GB,PASS,MT-1800,TG-0025,,1,CHI 28,1,10,28,2,,0,0,1,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,4,1,0,0,0,0,0,0,0,1,,,,,
5058,829296,(:16) (Shotgun) D.Montgomery right guard to CHI 29 for 1 yard (B.Martinez).,CHI,GB,RUSH,DM-2787,,DM-2787,1,CHI 28,2,10,28,2,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,
5058,829297,(15:00) M.Trubisky pass incomplete deep left to C.Patterson (K.King).,CHI,GB,PASS,MT-1800,CP-0750,,2,CHI 29,3,9,29,2,,0,0,0,0,0,0,6,4,5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,22,17,3,1,0,0,0,0,0,0,1,1,ZS-0075,,,ZS-0075,
5058,829299,(14:43) A.Rodgers pass deep middle to M.Valdes-Scantling to CHI 27 for 47 yards (P.Amukamara).,GB,CHI,PASS,AR-1300,MV-0012,,2,GB 26,1,10,26,2,47,1,1,0,0,1,0,7,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,53,45,4,1,0,0,2,0,0,0,0,1,,,,,
5058,829300,(14:08) A.Rodgers pass short middle to M.Lewis pushed ob at CHI 18 for 9 yards (L.Floyd).,GB,CHI,PASS,AR-1300,ML-1500,,2,CHI 27,1,10,73,4,9,1,0,0,0,1,0,7,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,9,3,0,0,0,1,,,,,
5058,829301,(13:44) A.Rodgers pass short right to D.Adams to CHI 8 for 10 yards (E.Jackson).,GB,CHI,PASS,AR-1300,DA-0212,,2,CHI 18,2,1,82,5,10,1,1,0,0,1,0,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,7,7,0,0,0,1,,,,,
5058,829302,"(13:15) A.Rodgers pass short right to J.Graham for 8 yards, TOUCHDOWN. Penalty on CHI, Defensive Too Many Men on Field, declined.",GB,CHI,PASS,AR-1300,JG-2900,,2,CHI 8,1,8,92,5,8,1,1,0,0,1,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,3,1,1,0,0,0,0,0,0,1,,,,,
5058,829305,(13:08) (Shotgun) M.Trubisky pass deep left to A.Robinson to GB 48 for 27 yards (T.Brown).,CHI,GB,PASS,MT-1800,AR-1250,,2,CHI 25,1,10,25,2,27,1,1,1,0,1,0,6,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,27,5,1,0,0,0,0,0,0,0,0,,,,,
5058,829306,(12:24) (Shotgun) M.Trubisky pass incomplete short middle to A.Robinson (T.Williams).,CHI,GB,PASS,MT-1800,AR-1250,,2,GB 48,1,10,52,3,,0,0,1,0,0,0,6,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,1,0,0,0,0,0,0,0,1,,,,,
5058,829307,(12:19) (Shotgun) M.Trubisky pass short middle to T.Cohen to GB 39 for 9 yards (D.Savage Jr.).,CHI,GB,PASS,MT-1800,TC-1975,,2,GB 48,2,10,52,3,9,1,0,1,0,1,0,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,7,4,0,0,0,2,0,0,0,0,1,,,,,
5058,829308,"(11:36) C.Patterson right guard to GB 41 for -2 yards (A.Amos; K.Clark). Penalty on CHI-J.Daniels, Offensive Holding, declined.",CHI,GB,RUSH,CP-0750,,CP-0750,2,GB 39,3,1,61,4,-2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
5058,829310,(11:10) A.Rodgers pass short right to M.Valdes-Scantling to GB 13 for 9 yards (K.Fuller).,GB,CHI,PASS,AR-1300,MV-0012,,2,GB 4,1,10,4,1,9,1,0,0,0,1,0,8,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,7,1,1,0,0,2,2,1,0,0,2,,,,,
5058,829311,(10:30) A.Rodgers pass short right to M.Valdes-Scantling to GB 14 for 1 yard (K.Fuller).,GB,CHI,PASS,AR-1300,MV-0012,,2,GB 13,2,1,13,1,1,1,1,0,0,1,0,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,,,,,
5058,829312,(9:46) J.Williams right tackle to GB 19 for 5 yards (D.Trevathan).,GB,CHI,RUSH,JW-3650,,JW-3650,2,GB 14,1,10,14,1,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5058,829313,(9:06) M.Valdes-Scantling left end to GB 19 for no gain (R.Robertson-Harris).,GB,CHI,RUSH,MV-0012,,MV-0012,2,GB 19,2,5,19,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,,,,,
5058,829314,(8:20) (Shotgun) A.Rodgers pass short left to D.Adams pushed ob at GB 30 for 11 yards (P.Amukamara).,GB,CHI,PASS,AR-1300,DA-0212,,2,GB 19,3,5,19,1,11,1,1,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,2,0,0,0,7,5,0,0,0,1,,,,,
5058,829315,(7:42) (Shotgun) A.Rodgers pass short left to J.Williams to GB 35 for 5 yards (B.Nichols; R.Smith).,GB,CHI,PASS,AR-1300,JW-3650,,2,GB 30,1,10,30,2,5,1,0,1,0,1,0,6,2,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,-3,1,0,0,0,8,7,1,0,0,1,RR-0850,,,,
5058,829316,(7:03) (Shotgun) J.Williams left tackle to GB 34 for -1 yards (R.Robertson-Harris).,GB,CHI,RUSH,JW-3650,,JW-3650,2,GB 35,2,5,35,2,-1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,,,,,
5058,829317,(6:19) (Shotgun) A.Rodgers sacked at GB 26 for -8 yards (A.Hicks).,GB,CHI,PASS,AR-1300,,,2,GB 34,3,6,34,2,-8,0,0,1,0,0,0,6,4,5,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,RR-0850,AH-3050,AH-3050,,
5058,829319,(5:25) (Shotgun) M.Trubisky pass short left to A.Robinson pushed ob at CHI 20 for 9 yards (K.King).,CHI,GB,PASS,MT-1800,AR-1250,,2,CHI 11,1,10,11,1,9,1,0,1,0,1,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,0,0,0,3,1,0,0,0,1,,,,,
5058,829320,(5:00) (Shotgun) M.Trubisky pass short middle to M.Davis to CHI 27 for 7 yards (K.Clark).,CHI,GB,PASS,MT-1800,MD-0150,,2,CHI 20,2,1,20,1,7,1,1,1,0,1,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,-4,1,0,0,0,11,2,0,0,0,1,,,,,
5058,829322,(3:46) (Shotgun) M.Trubisky sacked at CHI 16 for -1 yards (Z.Smith).,CHI,GB,PASS,MT-1800,,,2,CHI 17,1,20,17,1,-1,0,0,1,0,0,0,6,5,4,0,0,0,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZS-0075,,ZS-0075,,
5058,829323,(3:00) (Shotgun) M.Trubisky pass short right to T.Cohen to CHI 23 for 7 yards (D.Savage Jr.).,CHI,GB,PASS,MT-1800,TC-1975,,2,CHI 16,2,21,16,1,7,0,0,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,1,1,0,1,0,0,0,0,1,,,,,
5058,829324,(2:19) (Shotgun) M.Trubisky pass incomplete short middle to A.Robinson (D.Savage Jr.).,CHI,GB,PASS,MT-1800,AR-1250,,2,CHI 23,3,14,23,2,,0,0,1,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,4,1,0,0,0,0,0,0,0,1,,,,,
5058,829326,(2:07) (Shotgun) A.Jones left tackle to GB 38 for 3 yards (P.Amukamara; D.Trevathan).,GB,CHI,RUSH,AJ-1143,,AJ-1143,2,GB 35,1,10,35,2,3,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,,,,,
5058,829327,(2:00) (Shotgun) A.Rodgers pass incomplete deep right to D.Adams (B.Skrine).,GB,CHI,PASS,AR-1300,DA-0212,,2,GB 38,2,7,38,2,,0,0,1,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,5,1,0,0,0,0,0,0,0,0,,,,,
5058,829328,(1:54) (Shotgun) A.Rodgers pass short left to J.Williams to GB 48 for 10 yards (R.Smith).,GB,CHI,PASS,AR-1300,JW-3650,,2,GB 38,3,7,38,2,10,1,1,1,0,1,0,6,3,5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,9,-3,1,0,0,0,13,1,0,0,0,1,,,,,
5058,829329,"(1:27) (No Huddle, Shotgun) A.Rodgers pass short right to J.Graham to CHI 46 for 6 yards (B.Skrine).",GB,CHI,PASS,AR-1300,JG-2900,,2,GB 48,1,10,48,3,6,1,0,1,1,1,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,6,1,0,0,0,1,,,,,
5058,829330,(1:04) (Shotgun) A.Rodgers pass incomplete short right to D.Adams (K.Fuller).,GB,CHI,PASS,AR-1300,DA-0212,,2,CHI 46,2,4,54,3,,0,0,1,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,1,0,0,0,0,0,0,0,1,,,,,
5058,829331,(1:00) (Shotgun) A.Rodgers pass incomplete deep left to M.Valdes-Scantling.,GB,CHI,PASS,AR-1300,MV-0012,,2,CHI 46,3,4,54,3,,0,0,1,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,5,2,0,0,0,0,0,0,0,1,,,,,
5058,829334,(:43) (Shotgun) M.Trubisky pass short left to C.Patterson ran ob at CHI 18 for 3 yards (K.King).,CHI,GB,PASS,MT-1800,CP-0750,,2,CHI 15,1,10,15,1,3,0,0,1,0,1,0,6,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,-2,2,0,0,0,5,0,0,0,0,1,,,,,
5058,829335,(:38) (Shotgun) M.Trubisky sacked at CHI 16 for -2 yards (K.King).,CHI,GB,PASS,MT-1800,,,2,CHI 18,2,7,18,1,-2,0,0,1,0,0,0,6,5,4,0,0,0,6.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PS-0550,,KK-0750,,
5058,829336,(:31) (Shotgun) M.Trubisky pass short right to M.Davis to CHI 15 for -1 yards (B.Martinez; J.Alexander).,CHI,GB,PASS,MT-1800,MD-0150,,2,CHI 16,3,9,16,1,-1,0,0,1,0,1,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,-4,1,0,0,0,3,0,0,0,0,1,,,,,
5058,829338,(:15) (Shotgun) A.Rodgers pass short middle to J.Graham to GB 49 for 16 yards (H.Clinton-Dix).,GB,CHI,PASS,AR-1300,JG-2900,,2,GB 33,1,10,33,2,16,1,1,1,0,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,1,0,0,0,8,4,1,0,0,1,,,,,
5058,829339,(:09) (Shotgun) A.Rodgers pass incomplete deep right to J.Graham (K.Fuller).,GB,CHI,PASS,AR-1300,JG-2900,,2,GB 49,1,10,49,3,,0,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,56,48,1,3,0,0,0,0,0,0,0,1,KM-0050,,,,
5058,829341,(15:00) D.Montgomery left tackle to CHI 25 for no gain (T.Brown; P.Smith).,CHI,GB,RUSH,DM-2787,,DM-2787,3,CHI 25,1,10,25,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,,,,,
5058,829342,(14:21) (Shotgun) M.Trubisky pass incomplete short middle to J.Wims [D.Lowry].,CHI,GB,PASS,MT-1800,JW-5475,,3,CHI 25,2,10,25,2,,0,0,1,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,15,3,1,0,0,0,0,0,0,0,0,DL-2325,,DL-2325,DL-2325,
5058,829343,(14:15) (Shotgun) M.Trubisky pass short right to M.Davis pushed ob at CHI 27 for 2 yards (T.Williams).,CHI,GB,PASS,MT-1800,MD-0150,,3,CHI 25,3,10,25,2,2,0,0,1,0,1,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,1,,,,,
5058,829345,(13:42) A.Jones right end to GB 37 for 3 yards (D.Trevathan).,GB,CHI,RUSH,AJ-1143,,AJ-1143,3,GB 34,1,10,34,2,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,,,
5058,829348,(13:04) A.Rodgers pass incomplete short left [R.Robertson-Harris].,GB,CHI,PASS,AR-1300,,,3,CHI 35,1,10,65,4,,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,1,0,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,RR-0850,,RR-0850,RR-0850,
5058,829349,(12:59) (Shotgun) A.Rodgers pass short middle to M.Lewis to CHI 30 for 5 yards (D.Trevathan).,GB,CHI,PASS,AR-1300,ML-1500,,3,CHI 35,2,10,65,4,5,0,0,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,0,0,0,0,0,1,,,,,
5058,829351,(11:43) (Shotgun) A.Rodgers sacked at CHI 47 for -7 yards (L.Floyd).,GB,CHI,PASS,AR-1300,,,3,CHI 40,3,15,60,4,-7,0,0,1,0,0,0,6,4,4,0,0,0,3.3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,KM-0050,LF-0450,LF-0450,,
5058,829353,(10:51) (Shotgun) M.Davis left guard to CHI 18 for 8 yards (D.Lowry; B.Martinez).,CHI,GB,RUSH,MD-0150,,MD-0150,3,CHI 10,1,10,10,1,8,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,,,,,
5058,829354,"(10:31) (No Huddle, Shotgun) M.Davis left guard to CHI 19 for 1 yard (P.Smith).",CHI,GB,RUSH,MD-0150,,MD-0150,3,CHI 18,2,2,18,1,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
5058,829355,(9:47) (Shotgun) M.Trubisky sacked at CHI 19 for 0 yards (sack split by P.Smith and K.Clark).,CHI,GB,PASS,MT-1800,,,3,CHI 19,3,1,19,1,0,0,0,1,0,0,0,8,4,6,0,2,0,2.9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PS-0550,KC-1225,KC-1225,,
5058,829357,(9:01) (Shotgun) A.Jones right guard to GB 42 for no gain (K.Mack).,GB,CHI,RUSH,AJ-1143,,AJ-1143,3,GB 42,1,10,42,3,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
5058,829358,(8:16) (Shotgun) A.Rodgers sacked at GB 37 for -5 yards (A.Lynch).,GB,CHI,PASS,AR-1300,,,3,GB 42,2,10,42,3,-5,0,0,1,0,0,0,7,4,4,0,0,0,4.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AH-3050,AL-1200,AL-1200,,
5058,829359,(7:27) (Shotgun) A.Rodgers pass short left to M.Valdes-Scantling to GB 32 for -5 yards (K.Mack).,GB,CHI,PASS,AR-1300,MV-0012,,3,GB 37,3,15,37,2,-5,0,0,1,0,1,0,6,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-5,1,0,0,0,0,0,0,0,0,1,,,,,
5058,829361,(6:30) (Shotgun) M.Trubisky pass deep left to A.Robinson to CHI 45 for 22 yards (T.Brown).,CHI,GB,PASS,MT-1800,AR-1250,,3,CHI 23,1,10,23,2,22,1,1,1,0,1,0,6,3,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,31,22,3,1,0,0,0,0,0,0,0,2,ZS-0075,,,,
5058,829363,(5:25) (Shotgun) M.Trubisky pass deep left to D.Montgomery to GB 33 for 27 yards (K.King).,CHI,GB,PASS,MT-1800,DM-2787,,3,CHI 40,1,15,40,2,27,1,1,1,0,1,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,4,0,0,0,7,0,0,0,0,2,,,,,
5058,829364,(4:46) (Shotgun) M.Trubisky pass short left to T.Cohen pushed ob at GB 28 for 5 yards (R.Greene).,CHI,GB,PASS,MT-1800,TC-1975,,3,GB 33,1,10,67,4,5,1,0,1,0,1,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,-3,1,0,0,0,8,2,0,0,0,0,,,,,
5058,829365,(4:12) (Shotgun) M.Trubisky pass incomplete deep right to A.Robinson (T.Williams).,CHI,GB,PASS,MT-1800,AR-1250,,3,GB 28,2,5,72,4,,0,0,1,0,0,0,6,3,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,32,25,3,1,1,0,0,0,0,0,0,1,,,,,
5058,829367,(4:05) (Shotgun) M.Trubisky pass incomplete short right to C.Patterson.,CHI,GB,PASS,MT-1800,CP-0750,,3,GB 33,3,10,67,4,,0,0,1,0,0,0,6,5,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,25,16,4,1,0,0,0,0,0,0,0,1,,,,,
5058,829368,(4:00) (Shotgun) M.Trubisky scrambles up the middle to GB 30 for 3 yards (R.Greene).,CHI,GB,RUSH,MT-1800,,MT-1800,3,GB 33,4,10,67,4,3,0,0,1,0,0,0,5,4,5,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,RG-1818,,,,
5058,829369,(3:54) A.Jones left tackle to GB 39 for 9 yards (H.Clinton-Dix).,GB,CHI,RUSH,AJ-1143,,AJ-1143,3,GB 30,1,10,30,2,9,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,,,,,
5058,829370,(3:18) A.Jones right tackle to GB 45 for 6 yards (K.Fuller).,GB,CHI,RUSH,AJ-1143,,AJ-1143,3,GB 39,2,1,39,2,6,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,
